hospital_id,ward,date,actual_occupied_beds,predicted_occupied_beds
HHN-EDI-01,Orthopaedics Ward A,2025-12-19,10,8.6
HHN-EDI-01,Orthopaedics Ward A,2025-12-20,10,8.19
HHN-EDI-01,Orthopaedics Ward A,2025-12-21,10,8.29
HHN-EDI-01,Orthopaedics Ward A,2025-12-22,10,8.2
HHN-EDI-01,Orthopaedics Ward A,2025-12-23,10,8.38
HHN-EDI-01,Orthopaedics Ward A,2025-12-24,10,8.37
HHN-EDI-01,Orthopaedics Ward A,2025-12-25,10,8.57
HHN-EDI-01,Orthopaedics Ward A,2025-12-26,10,8.62
HHN-EDI-01,Orthopaedics Ward A,2025-12-27,10,8.2
HHN-EDI-01,Orthopaedics Ward A,2025-12-28,10,8.17
HHN-EDI-01,Orthopaedics Ward A,2025-12-29,10,9.46
HHN-EDI-01,Orthopaedics Ward A,2025-12-30,10,9.54
HHN-EDI-01,Orthopaedics Ward A,2025-12-31,10,9.87
HHN-EDI-01,Orthopaedics Ward B,2025-12-02,5,5.96
HHN-EDI-01,Orthopaedics Ward B,2025-12-03,8,6.46
HHN-EDI-01,Orthopaedics Ward B,2025-12-04,9,6.98
HHN-EDI-01,Orthopaedics Ward B,2025-12-05,8,7.41
HHN-EDI-01,Orthopaedics Ward B,2025-12-06,7,7.54
HHN-EDI-01,Orthopaedics Ward B,2025-12-07,6,7.76
HHN-EDI-01,Orthopaedics Ward B,2025-12-08,8,7.98
HHN-EDI-01,Orthopaedics Ward B,2025-12-09,9,8.09
HHN-EDI-01,Orthopaedics Ward B,2025-12-10,8,8.18
HHN-EDI-01,Orthopaedics Ward B,2025-12-11,7,8.13
HHN-EDI-01,Orthopaedics Ward B,2025-12-12,9,8.38
HHN-EDI-01,Orthopaedics Ward B,2025-12-13,10,8.11
HHN-EDI-01,Orthopaedics Ward B,2025-12-14,10,8.38
HHN-EDI-01,Orthopaedics Ward B,2025-12-15,10,7.98
HHN-EDI-01,Orthopaedics Ward B,2025-12-16,10,8.54
HHN-EDI-01,Orthopaedics Ward B,2025-12-17,10,8.44
HHN-EDI-01,Orthopaedics Ward B,2025-12-18,10,8.52
HHN-EDI-01,Orthopaedics Ward B,2025-12-19,9,8.32
HHN-EDI-01,Orthopaedics Ward B,2025-12-20,10,8.38
HHN-EDI-01,Orthopaedics Ward B,2025-12-21,9,8.52
HHN-EDI-01,Orthopaedics Ward B,2025-12-22,9,8.25
HHN-EDI-01,Orthopaedics Ward B,2025-12-23,8,8.33
HHN-EDI-01,Orthopaedics Ward B,2025-12-24,10,8.06
HHN-EDI-01,Orthopaedics Ward B,2025-12-25,9,8.55
HHN-EDI-01,Orthopaedics Ward B,2025-12-26,10,8.83
HHN-EDI-01,Orthopaedics Ward B,2025-12-27,10,8.25
HHN-EDI-01,Orthopaedics Ward B,2025-12-28,10,8.62
HHN-EDI-01,Orthopaedics Ward B,2025-12-29,10,9.08
HHN-EDI-01,Orthopaedics Ward B,2025-12-30,10,8.84
HHN-EDI-01,Orthopaedics Ward B,2025-12-31,10,9.08
HHN-LON-01,Cardiology Ward,2025-12-02,24,27.97
HHN-LON-01,Cardiology Ward,2025-12-03,21,30.14
HHN-LON-01,Cardiology Ward,2025-12-04,24,31.6
HHN-LON-01,Cardiology Ward,2025-12-05,27,31.22
HHN-LON-01,Cardiology Ward,2025-12-06,26,30.27
HHN-LON-01,Cardiology Ward,2025-12-07,32,27.76
HHN-LON-01,Cardiology Ward,2025-12-08,37,26.94
HHN-LON-01,Cardiology Ward,2025-12-09,36,28.64
HHN-LON-01,Cardiology Ward,2025-12-10,38,31.42
HHN-LON-01,Cardiology Ward,2025-12-11,36,32.62
HHN-LON-01,Cardiology Ward,2025-12-12,37,31.98
HHN-LON-01,Cardiology Ward,2025-12-13,31,28.71
HHN-LON-01,Cardiology Ward,2025-12-14,23,28.57
HHN-LON-01,Cardiology Ward,2025-12-15,19,29.35
HHN-LON-01,Cardiology Ward,2025-12-16,27,29.08
HHN-LON-01,Cardiology Ward,2025-12-17,31,32.32
HHN-LON-01,Cardiology Ward,2025-12-18,30,31.75
HHN-LON-01,Cardiology Ward,2025-12-19,34,32.25
HHN-LON-01,Cardiology Ward,2025-12-20,32,29.83
HHN-LON-01,Cardiology Ward,2025-12-21,28,28.94
HHN-LON-01,Cardiology Ward,2025-12-22,33,29.92
HHN-LON-01,Cardiology Ward,2025-12-23,29,29.57
HHN-LON-01,Cardiology Ward,2025-12-24,27,31.84
HHN-LON-01,Cardiology Ward,2025-12-25,28,32.13
HHN-LON-01,Cardiology Ward,2025-12-26,32,32.17
HHN-LON-01,Cardiology Ward,2025-12-27,32,28.86
HHN-LON-01,Cardiology Ward,2025-12-28,37,29.08
HHN-LON-01,Cardiology Ward,2025-12-29,38,31.33
HHN-LON-01,Cardiology Ward,2025-12-30,38,33.06
HHN-LON-01,Cardiology Ward,2025-12-31,38,32.68
HHN-LON-01,Day Case Unit,2025-12-02,2,2.85
HHN-LON-01,Day Case Unit,2025-12-03,1,2.02
HHN-LON-01,Day Case Unit,2025-12-04,0,0.83
HHN-LON-01,Day Case Unit,2025-12-05,1,1.09
HHN-LON-01,Day Case Unit,2025-12-06,1,1.22
HHN-LON-01,Day Case Unit,2025-12-07,1,1.04
HHN-LON-01,Day Case Unit,2025-12-08,1,0.19
HHN-LON-01,Day Case Unit,2025-12-09,1,1.76
HHN-LON-01,Day Case Unit,2025-12-10,1,1.61
HHN-LON-01,Day Case Unit,2025-12-11,1,0.94
HHN-LON-01,Day Case Unit,2025-12-12,2,4.86
HHN-LON-01,Day Case Unit,2025-12-13,1,0.28
HHN-LON-01,Day Case Unit,2025-12-14,0,0.54
HHN-LON-01,Day Case Unit,2025-12-15,1,1.41
HHN-LON-01,Day Case Unit,2025-12-16,2,2.46
HHN-LON-01,Day Case Unit,2025-12-17,1,1.53
HHN-LON-01,Day Case Unit,2025-12-18,0,-0.1
HHN-LON-01,Day Case Unit,2025-12-19,0,0.19
HHN-LON-01,Day Case Unit,2025-12-20,0,-0.42
HHN-LON-01,Day Case Unit,2025-12-21,0,0.4
HHN-LON-01,Day Case Unit,2025-12-22,1,0.54
HHN-LON-01,Day Case Unit,2025-12-23,1,-0.21
HHN-LON-01,Day Case Unit,2025-12-24,0,-0.12
HHN-LON-01,Day Case Unit,2025-12-25,1,-0.53
HHN-LON-01,Day Case Unit,2025-12-26,0,0.21
HHN-LON-01,Day Case Unit,2025-12-27,0,-0.23
HHN-LON-01,Day Case Unit,2025-12-28,0,1.29
HHN-LON-01,Day Case Unit,2025-12-29,0,2.47
HHN-LON-01,Day Case Unit,2025-12-30,1,1.6
HHN-LON-01,Day Case Unit,2025-12-31,0,-0.16
HHN-LON-01,General Medicine Ward A,2025-12-02,32,34.28
HHN-LON-01,General Medicine Ward A,2025-12-03,32,31.29
HHN-LON-01,General Medicine Ward A,2025-12-04,35,31.14
HHN-LON-01,General Medicine Ward A,2025-12-05,35,28.67
HHN-LON-01,General Medicine Ward A,2025-12-06,34,28.4
HHN-LON-01,General Medicine Ward A,2025-12-07,32,28.3
HHN-LON-01,General Medicine Ward A,2025-12-08,28,27.27
HHN-LON-01,General Medicine Ward A,2025-12-09,29,25.64
HHN-LON-01,General Medicine Ward A,2025-12-10,35,26.38
HHN-LON-01,General Medicine Ward A,2025-12-11,35,26.24
HHN-LON-01,General Medicine Ward A,2025-12-12,35,25.76
HHN-LON-01,General Medicine Ward A,2025-12-13,35,25.48
HHN-LON-01,General Medicine Ward A,2025-12-14,35,25.38
HHN-LON-01,General Medicine Ward A,2025-12-15,32,25.02
HHN-LON-01,General Medicine Ward A,2025-12-16,29,25.95
HHN-LON-01,General Medicine Ward A,2025-12-17,33,24.97
HHN-LON-01,General Medicine Ward A,2025-12-18,30,25.38
HHN-LON-01,General Medicine Ward A,2025-12-19,32,25.33
HHN-LON-01,General Medicine Ward A,2025-12-20,30,24.62
HHN-LON-01,General Medicine Ward A,2025-12-21,25,25.29
HHN-LON-01,General Medicine Ward A,2025-12-22,28,24.45
HHN-LON-01,General Medicine Ward A,2025-12-23,32,25.11
HHN-LON-01,General Medicine Ward A,2025-12-24,31,24.97
HHN-LON-01,General Medicine Ward A,2025-12-25,35,24.82
HHN-LON-01,General Medicine Ward A,2025-12-26,35,25.76
HHN-LON-01,General Medicine Ward A,2025-12-27,31,24.51
HHN-LON-01,General Medicine Ward A,2025-12-28,35,24.35
HHN-LON-01,General Medicine Ward A,2025-12-29,34,28.3
HHN-LON-01,General Medicine Ward A,2025-12-30,35,29.18
HHN-LON-01,General Medicine Ward A,2025-12-31,34,27.81
HHN-LON-01,General Medicine Ward B,2025-12-02,24,26.3
HHN-LON-01,General Medicine Ward B,2025-12-03,23,25.51
HHN-LON-01,General Medicine Ward B,2025-12-04,21,25.65
HHN-LON-01,General Medicine Ward B,2025-12-05,20,26.07
HHN-LON-01,General Medicine Ward B,2025-12-06,23,26.38
HHN-LON-01,General Medicine Ward B,2025-12-07,27,26.28
HHN-LON-01,General Medicine Ward B,2025-12-08,25,26.23
HHN-LON-01,General Medicine Ward B,2025-12-09,25,25.21
HHN-LON-01,General Medicine Ward B,2025-12-10,29,25.83
HHN-LON-01,General Medicine Ward B,2025-12-11,34,26.13
HHN-LON-01,General Medicine Ward B,2025-12-12,34,25.97
HHN-LON-01,General Medicine Ward B,2025-12-13,34,24.86
HHN-LON-01,General Medicine Ward B,2025-12-14,31,27.29
HHN-LON-01,General Medicine Ward B,2025-12-15,29,25.47
HHN-LON-01,General Medicine Ward B,2025-12-16,32,25.76
HHN-LON-01,General Medicine Ward B,2025-12-17,32,26.22
HHN-LON-01,General Medicine Ward B,2025-12-18,29,25.57
HHN-LON-01,General Medicine Ward B,2025-12-19,34,26.32
HHN-LON-01,General Medicine Ward B,2025-12-20,35,25.62
HHN-LON-01,General Medicine Ward B,2025-12-21,29,26.59
HHN-LON-01,General Medicine Ward B,2025-12-22,29,25.53
HHN-LON-01,General Medicine Ward B,2025-12-23,34,25.88
HHN-LON-01,General Medicine Ward B,2025-12-24,34,25.84
HHN-LON-01,General Medicine Ward B,2025-12-25,31,27.16
HHN-LON-01,General Medicine Ward B,2025-12-26,33,26.75
HHN-LON-01,General Medicine Ward B,2025-12-27,29,25.77
HHN-LON-01,General Medicine Ward B,2025-12-28,30,25.41
HHN-LON-01,General Medicine Ward B,2025-12-29,29,26.28
HHN-LON-01,General Medicine Ward B,2025-12-30,32,26.24
HHN-LON-01,General Medicine Ward B,2025-12-31,35,27.57
HHN-LON-01,Icu,2025-12-02,15,13.48
HHN-LON-01,Icu,2025-12-03,17,13.47
HHN-LON-01,Icu,2025-12-04,18,13.18
HHN-LON-01,Icu,2025-12-05,17,12.37
HHN-LON-01,Icu,2025-12-06,18,13.26
HHN-LON-01,Icu,2025-12-07,18,13.26
HHN-LON-01,Icu,2025-12-08,18,13.57
HHN-LON-01,Icu,2025-12-09,18,12.88
HHN-LON-01,Icu,2025-12-10,18,13.33
HHN-LON-01,Icu,2025-12-11,18,13.5
HHN-LON-01,Icu,2025-12-12,16,13.65
HHN-LON-01,Icu,2025-12-13,15,13.06
HHN-LON-01,Icu,2025-12-14,12,12.63
HHN-LON-01,Icu,2025-12-15,12,12.42
HHN-LON-01,Icu,2025-12-16,11,12.6
HHN-LON-01,Icu,2025-12-17,15,12.63
HHN-LON-01,Icu,2025-12-18,15,12.1
HHN-LON-01,Icu,2025-12-19,18,12.28
HHN-LON-01,Icu,2025-12-20,17,12.85
HHN-LON-01,Icu,2025-12-21,18,13.5
HHN-LON-01,Icu,2025-12-22,18,13.19
HHN-LON-01,Icu,2025-12-23,18,13.12
HHN-LON-01,Icu,2025-12-24,17,12.7
HHN-LON-01,Icu,2025-12-25,18,12.24
HHN-LON-01,Icu,2025-12-26,18,11.84
HHN-LON-01,Icu,2025-12-27,18,12.33
HHN-LON-01,Icu,2025-12-28,18,12.37
HHN-LON-01,Icu,2025-12-29,18,14.0
HHN-LON-01,Icu,2025-12-30,18,13.82
HHN-LON-01,Icu,2025-12-31,18,13.74
HHN-LON-01,Oncology Ward,2025-12-02,31,31.6
HHN-LON-01,Oncology Ward,2025-12-03,36,30.93
HHN-LON-01,Oncology Ward,2025-12-04,38,31.12
HHN-LON-01,Oncology Ward,2025-12-05,38,29.29
HHN-LON-01,Oncology Ward,2025-12-06,37,29.32
HHN-LON-01,Oncology Ward,2025-12-07,34,27.68
HHN-LON-01,Oncology Ward,2025-12-08,31,29.48
HHN-LON-01,Oncology Ward,2025-12-09,35,29.96
HHN-LON-01,Oncology Ward,2025-12-10,38,29.15
HHN-LON-01,Oncology Ward,2025-12-11,38,29.08
HHN-LON-01,Oncology Ward,2025-12-12,38,29.78
HHN-LON-01,Oncology Ward,2025-12-13,36,27.79
HHN-LON-01,Oncology Ward,2025-12-14,30,27.67
HHN-LON-01,Oncology Ward,2025-12-15,33,28.61
HHN-LON-01,Oncology Ward,2025-12-16,33,28.55
HHN-LON-01,Oncology Ward,2025-12-17,31,28.9
HHN-LON-01,Oncology Ward,2025-12-18,32,28.97
HHN-LON-01,Oncology Ward,2025-12-19,34,30.39
HHN-LON-01,Oncology Ward,2025-12-20,32,27.56
HHN-LON-01,Oncology Ward,2025-12-21,29,26.99
HHN-LON-01,Oncology Ward,2025-12-22,31,26.87
HHN-LON-01,Oncology Ward,2025-12-23,30,28.13
HHN-LON-01,Oncology Ward,2025-12-24,26,26.88
HHN-LON-01,Oncology Ward,2025-12-25,22,27.82
HHN-LON-01,Oncology Ward,2025-12-26,20,27.91
HHN-LON-01,Oncology Ward,2025-12-27,22,27.42
HHN-LON-01,Oncology Ward,2025-12-28,24,27.2
HHN-LON-01,Oncology Ward,2025-12-29,25,24.44
HHN-LON-01,Oncology Ward,2025-12-30,23,24.42
HHN-LON-01,Oncology Ward,2025-12-31,22,24.95
HHN-LON-01,Orthopaedics Ward A,2025-12-02,24,21.44
HHN-LON-01,Orthopaedics Ward A,2025-12-03,27,21.39
HHN-LON-01,Orthopaedics Ward A,2025-12-04,27,21.49
HHN-LON-01,Orthopaedics Ward A,2025-12-05,28,21.82
HHN-LON-01,Orthopaedics Ward A,2025-12-06,26,21.0
HHN-LON-01,Orthopaedics Ward A,2025-12-07,26,20.95
HHN-LON-01,Orthopaedics Ward A,2025-12-08,25,20.49
HHN-LON-01,Orthopaedics Ward A,2025-12-09,24,21.35
HHN-LON-01,Orthopaedics Ward A,2025-12-10,26,20.52
HHN-LON-01,Orthopaedics Ward A,2025-12-11,26,21.02
HHN-LON-01,Orthopaedics Ward A,2025-12-12,27,22.76
HHN-LON-01,Orthopaedics Ward A,2025-12-13,28,20.9
HHN-LON-01,Orthopaedics Ward A,2025-12-14,25,20.58
HHN-LON-01,Orthopaedics Ward A,2025-12-15,25,21.97
HHN-LON-01,Orthopaedics Ward A,2025-12-16,23,21.13
HHN-LON-01,Orthopaedics Ward A,2025-12-17,24,20.62
HHN-LON-01,Orthopaedics Ward A,2025-12-18,21,20.49
HHN-LON-01,Orthopaedics Ward A,2025-12-19,19,20.83
HHN-LON-01,Orthopaedics Ward A,2025-12-20,16,21.63
HHN-LON-01,Orthopaedics Ward A,2025-12-21,17,21.14
HHN-LON-01,Orthopaedics Ward A,2025-12-22,19,20.84
HHN-LON-01,Orthopaedics Ward A,2025-12-23,20,20.94
HHN-LON-01,Orthopaedics Ward A,2025-12-24,23,20.82
HHN-LON-01,Orthopaedics Ward A,2025-12-25,19,21.09
HHN-LON-01,Orthopaedics Ward A,2025-12-26,19,21.19
HHN-LON-01,Orthopaedics Ward A,2025-12-27,19,19.5
HHN-LON-01,Orthopaedics Ward A,2025-12-28,23,20.42
HHN-LON-01,Orthopaedics Ward A,2025-12-29,27,25.43
HHN-LON-01,Orthopaedics Ward A,2025-12-30,28,25.98
HHN-LON-01,Orthopaedics Ward A,2025-12-31,28,26.12
HHN-LON-01,Orthopaedics Ward B,2025-12-02,21,21.86
HHN-LON-01,Orthopaedics Ward B,2025-12-03,18,21.73
HHN-LON-01,Orthopaedics Ward B,2025-12-04,20,22.66
HHN-LON-01,Orthopaedics Ward B,2025-12-05,24,23.16
HHN-LON-01,Orthopaedics Ward B,2025-12-06,23,22.59
HHN-LON-01,Orthopaedics Ward B,2025-12-07,23,22.26
HHN-LON-01,Orthopaedics Ward B,2025-12-08,21,22.52
HHN-LON-01,Orthopaedics Ward B,2025-12-09,26,22.49
HHN-LON-01,Orthopaedics Ward B,2025-12-10,28,22.51
HHN-LON-01,Orthopaedics Ward B,2025-12-11,28,22.7
HHN-LON-01,Orthopaedics Ward B,2025-12-12,28,22.73
HHN-LON-01,Orthopaedics Ward B,2025-12-13,24,22.56
HHN-LON-01,Orthopaedics Ward B,2025-12-14,16,22.07
HHN-LON-01,Orthopaedics Ward B,2025-12-15,16,21.99
HHN-LON-01,Orthopaedics Ward B,2025-12-16,24,22.62
HHN-LON-01,Orthopaedics Ward B,2025-12-17,27,22.56
HHN-LON-01,Orthopaedics Ward B,2025-12-18,28,22.66
HHN-LON-01,Orthopaedics Ward B,2025-12-19,28,22.54
HHN-LON-01,Orthopaedics Ward B,2025-12-20,27,22.31
HHN-LON-01,Orthopaedics Ward B,2025-12-21,24,21.6
HHN-LON-01,Orthopaedics Ward B,2025-12-22,24,22.22
HHN-LON-01,Orthopaedics Ward B,2025-12-23,26,22.49
HHN-LON-01,Orthopaedics Ward B,2025-12-24,28,22.86
HHN-LON-01,Orthopaedics Ward B,2025-12-25,27,22.61
HHN-LON-01,Orthopaedics Ward B,2025-12-26,25,22.54
HHN-LON-01,Orthopaedics Ward B,2025-12-27,20,22.59
HHN-LON-01,Orthopaedics Ward B,2025-12-28,24,22.48
HHN-LON-01,Orthopaedics Ward B,2025-12-29,28,21.13
HHN-LON-01,Orthopaedics Ward B,2025-12-30,27,20.74
HHN-LON-01,Orthopaedics Ward B,2025-12-31,26,20.67
HHN-LON-02,Cardiology Ward,2025-12-02,18,17.63
HHN-LON-02,Cardiology Ward,2025-12-03,18,17.08
HHN-LON-02,Cardiology Ward,2025-12-04,18,17.08
HHN-LON-02,Cardiology Ward,2025-12-05,18,17.07
HHN-LON-02,Cardiology Ward,2025-12-06,18,16.66
HHN-LON-02,Cardiology Ward,2025-12-07,18,16.75
HHN-LON-02,Cardiology Ward,2025-12-08,18,17.02
HHN-LON-02,Cardiology Ward,2025-12-09,18,16.95
HHN-LON-02,Cardiology Ward,2025-12-10,18,16.92
HHN-LON-02,Cardiology Ward,2025-12-11,18,16.9
HHN-LON-02,Cardiology Ward,2025-12-12,18,16.87
HHN-LON-02,Cardiology Ward,2025-12-13,18,16.93
HHN-LON-02,Cardiology Ward,2025-12-14,18,16.7
HHN-LON-02,Cardiology Ward,2025-12-15,18,16.94
HHN-LON-02,Cardiology Ward,2025-12-16,18,16.74
HHN-LON-02,Cardiology Ward,2025-12-17,18,16.9
HHN-LON-02,Cardiology Ward,2025-12-18,18,16.72
HHN-LON-02,Cardiology Ward,2025-12-19,18,16.55
HHN-LON-02,Cardiology Ward,2025-12-20,18,16.48
HHN-LON-02,Cardiology Ward,2025-12-21,18,16.95
HHN-LON-02,Cardiology Ward,2025-12-22,18,16.71
HHN-LON-02,Cardiology Ward,2025-12-23,18,16.91
HHN-LON-02,Cardiology Ward,2025-12-24,18,17.06
HHN-LON-02,Cardiology Ward,2025-12-25,18,16.85
HHN-LON-02,Cardiology Ward,2025-12-26,18,16.75
HHN-LON-02,Cardiology Ward,2025-12-27,18,16.83
HHN-LON-02,Cardiology Ward,2025-12-28,18,16.98
HHN-LON-02,Cardiology Ward,2025-12-29,18,17.63
HHN-LON-02,Cardiology Ward,2025-12-30,18,17.67
HHN-LON-02,Cardiology Ward,2025-12-31,18,17.61
HHN-LON-02,Day Case Unit,2025-12-02,1,0.94
HHN-LON-02,Day Case Unit,2025-12-03,1,0.62
HHN-LON-02,Day Case Unit,2025-12-04,1,0.54
HHN-LON-02,Day Case Unit,2025-12-05,1,0.57
HHN-LON-02,Day Case Unit,2025-12-06,0,-0.05
HHN-LON-02,Day Case Unit,2025-12-07,0,0.21
HHN-LON-02,Day Case Unit,2025-12-08,0,0.33
HHN-LON-02,Day Case Unit,2025-12-09,0,-0.07
HHN-LON-02,Day Case Unit,2025-12-10,1,0.73
HHN-LON-02,Day Case Unit,2025-12-11,2,1.55
HHN-LON-02,Day Case Unit,2025-12-12,0,0.35
HHN-LON-02,Day Case Unit,2025-12-13,0,-0.09
HHN-LON-02,Day Case Unit,2025-12-14,1,0.54
HHN-LON-02,Day Case Unit,2025-12-15,0,0.19
HHN-LON-02,Day Case Unit,2025-12-16,1,0.89
HHN-LON-02,Day Case Unit,2025-12-17,0,0.16
HHN-LON-02,Day Case Unit,2025-12-18,0,0.23
HHN-LON-02,Day Case Unit,2025-12-19,0,-0.14
HHN-LON-02,Day Case Unit,2025-12-20,1,0.47
HHN-LON-02,Day Case Unit,2025-12-21,0,0.01
HHN-LON-02,Day Case Unit,2025-12-22,0,0.2
HHN-LON-02,Day Case Unit,2025-12-23,0,-0.09
HHN-LON-02,Day Case Unit,2025-12-24,1,0.54
HHN-LON-02,Day Case Unit,2025-12-25,0,0.17
HHN-LON-02,Day Case Unit,2025-12-26,0,-0.07
HHN-LON-02,Day Case Unit,2025-12-27,0,-0.1
HHN-LON-02,Day Case Unit,2025-12-28,0,-0.1
HHN-LON-02,Day Case Unit,2025-12-29,0,0.35
HHN-LON-02,Day Case Unit,2025-12-30,0,0.18
HHN-LON-02,Day Case Unit,2025-12-31,1,0.43
HHN-LON-02,General Medicine Ward A,2025-12-02,15,15.23
HHN-LON-02,General Medicine Ward A,2025-12-03,15,15.36
HHN-LON-02,General Medicine Ward A,2025-12-04,18,15.23
HHN-LON-02,General Medicine Ward A,2025-12-05,18,15.45
HHN-LON-02,General Medicine Ward A,2025-12-06,18,16.47
HHN-LON-02,General Medicine Ward A,2025-12-07,18,15.67
HHN-LON-02,General Medicine Ward A,2025-12-08,18,16.47
HHN-LON-02,General Medicine Ward A,2025-12-09,18,15.73
HHN-LON-02,General Medicine Ward A,2025-12-10,18,15.62
HHN-LON-02,General Medicine Ward A,2025-12-11,18,16.1
HHN-LON-02,General Medicine Ward A,2025-12-12,17,15.9
HHN-LON-02,General Medicine Ward A,2025-12-13,18,15.94
HHN-LON-02,General Medicine Ward A,2025-12-14,18,15.93
HHN-LON-02,General Medicine Ward A,2025-12-15,18,15.9
HHN-LON-02,General Medicine Ward A,2025-12-16,18,16.04
HHN-LON-02,General Medicine Ward A,2025-12-17,18,15.96
HHN-LON-02,General Medicine Ward A,2025-12-18,18,15.7
HHN-LON-02,General Medicine Ward A,2025-12-19,18,15.68
HHN-LON-02,General Medicine Ward A,2025-12-20,17,15.79
HHN-LON-02,General Medicine Ward A,2025-12-21,18,15.53
HHN-LON-02,General Medicine Ward A,2025-12-22,18,15.2
HHN-LON-02,General Medicine Ward A,2025-12-23,18,15.36
HHN-LON-02,General Medicine Ward A,2025-12-24,18,15.72
HHN-LON-02,General Medicine Ward A,2025-12-25,18,15.64
HHN-LON-02,General Medicine Ward A,2025-12-26,18,15.59
HHN-LON-02,General Medicine Ward A,2025-12-27,18,15.33
HHN-LON-02,General Medicine Ward A,2025-12-28,18,15.16
HHN-LON-02,General Medicine Ward A,2025-12-29,18,18.25
HHN-LON-02,General Medicine Ward A,2025-12-30,18,17.98
HHN-LON-02,General Medicine Ward A,2025-12-31,18,18.05
HHN-LON-02,General Medicine Ward B,2025-12-02,18,16.27
HHN-LON-02,General Medicine Ward B,2025-12-03,18,16.1
HHN-LON-02,General Medicine Ward B,2025-12-04,18,16.1
HHN-LON-02,General Medicine Ward B,2025-12-05,18,16.02
HHN-LON-02,General Medicine Ward B,2025-12-06,18,15.03
HHN-LON-02,General Medicine Ward B,2025-12-07,18,16.16
HHN-LON-02,General Medicine Ward B,2025-12-08,18,16.08
HHN-LON-02,General Medicine Ward B,2025-12-09,18,16.05
HHN-LON-02,General Medicine Ward B,2025-12-10,18,16.12
HHN-LON-02,General Medicine Ward B,2025-12-11,18,16.02
HHN-LON-02,General Medicine Ward B,2025-12-12,18,15.97
HHN-LON-02,General Medicine Ward B,2025-12-13,18,16.28
HHN-LON-02,General Medicine Ward B,2025-12-14,18,16.38
HHN-LON-02,General Medicine Ward B,2025-12-15,18,16.04
HHN-LON-02,General Medicine Ward B,2025-12-16,18,16.2
HHN-LON-02,General Medicine Ward B,2025-12-17,18,15.59
HHN-LON-02,General Medicine Ward B,2025-12-18,18,16.18
HHN-LON-02,General Medicine Ward B,2025-12-19,18,15.67
HHN-LON-02,General Medicine Ward B,2025-12-20,18,16.18
HHN-LON-02,General Medicine Ward B,2025-12-21,18,16.08
HHN-LON-02,General Medicine Ward B,2025-12-22,18,16.13
HHN-LON-02,General Medicine Ward B,2025-12-23,18,15.56
HHN-LON-02,General Medicine Ward B,2025-12-24,16,15.67
HHN-LON-02,General Medicine Ward B,2025-12-25,18,14.56
HHN-LON-02,General Medicine Ward B,2025-12-26,18,15.71
HHN-LON-02,General Medicine Ward B,2025-12-27,18,14.79
HHN-LON-02,General Medicine Ward B,2025-12-28,18,16.19
HHN-LON-02,General Medicine Ward B,2025-12-29,18,17.89
HHN-LON-02,General Medicine Ward B,2025-12-30,18,17.48
HHN-LON-02,General Medicine Ward B,2025-12-31,18,17.72
HHN-LON-02,Icu,2025-12-02,8,7.02
HHN-LON-02,Icu,2025-12-03,7,7.56
HHN-LON-02,Icu,2025-12-04,9,7.8
HHN-LON-02,Icu,2025-12-05,10,7.8
HHN-LON-02,Icu,2025-12-06,10,8.35
HHN-LON-02,Icu,2025-12-07,10,8.16
HHN-LON-02,Icu,2025-12-08,10,8.2
HHN-LON-02,Icu,2025-12-09,11,8.59
HHN-LON-02,Icu,2025-12-10,12,8.36
HHN-LON-02,Icu,2025-12-11,12,8.19
HHN-LON-02,Icu,2025-12-12,11,8.12
HHN-LON-02,Icu,2025-12-13,10,8.38
HHN-LON-02,Icu,2025-12-14,12,8.46
HHN-LON-02,Icu,2025-12-15,12,8.6
HHN-LON-02,Icu,2025-12-16,12,8.16
HHN-LON-02,Icu,2025-12-17,12,8.22
HHN-LON-02,Icu,2025-12-18,12,8.24
HHN-LON-02,Icu,2025-12-19,12,8.25
HHN-LON-02,Icu,2025-12-20,12,8.69
HHN-LON-02,Icu,2025-12-21,12,8.37
HHN-LON-02,Icu,2025-12-22,10,8.21
HHN-LON-02,Icu,2025-12-23,9,8.22
HHN-LON-02,Icu,2025-12-24,9,8.06
HHN-LON-02,Icu,2025-12-25,10,8.17
HHN-LON-02,Icu,2025-12-26,10,8.44
HHN-LON-02,Icu,2025-12-27,8,8.44
HHN-LON-02,Icu,2025-12-28,7,8.56
HHN-LON-02,Icu,2025-12-29,8,10.67
HHN-LON-02,Icu,2025-12-30,8,10.55
HHN-LON-02,Icu,2025-12-31,10,10.37
HHN-LON-02,Oncology Ward,2025-12-02,31,33.31
HHN-LON-02,Oncology Ward,2025-12-03,34,34.85
HHN-LON-02,Oncology Ward,2025-12-04,33,35.04
HHN-LON-02,Oncology Ward,2025-12-05,35,35.32
HHN-LON-02,Oncology Ward,2025-12-06,33,32.42
HHN-LON-02,Oncology Ward,2025-12-07,32,27.72
HHN-LON-02,Oncology Ward,2025-12-08,30,25.75
HHN-LON-02,Oncology Ward,2025-12-09,28,26.76
HHN-LON-02,Oncology Ward,2025-12-10,28,28.89
HHN-LON-02,Oncology Ward,2025-12-11,29,30.34
HHN-LON-02,Oncology Ward,2025-12-12,28,31.11
HHN-LON-02,Oncology Ward,2025-12-13,30,28.52
HHN-LON-02,Oncology Ward,2025-12-14,26,23.17
HHN-LON-02,Oncology Ward,2025-12-15,29,23.33
